day,date,temps,S_vals
142,1993-03-19,-15.3,0.76
143,1993-03-20,-7.8,0.76
144,1993-03-21,-3.8,0.76
145,1993-03-22,-4.3,0.76
146,1993-03-23,-10.5,0.76
147,1993-03-24,-6.0,0.76
148,1993-03-25,2.3,0.76
149,1993-03-26,2.5,0.76
150,1993-03-27,3.8,0.76
151,1993-03-28,4.8,0.76
152,1993-03-29,1.5,0.76
153,1993-03-30,1.0,0.76
154,1993-03-31,-4.5,0.76
155,1993-04-01,-6.0,0.7
156,1993-04-02,-3.8,0.7
157,1993-04-03,-1.0,0.7
158,1993-04-04,-3.8,0.7
159,1993-04-05,-1.3,0.7
160,1993-04-06,1.2,0.7
161,1993-04-07,2.8,0.7
162,1993-04-08,5.5,0.7
163,1993-04-09,4.8,0.7
164,1993-04-10,6.8,0.7
165,1993-04-11,5.3,0.7
166,1993-04-12,2.3,0.7
167,1993-04-13,2.0,0.7
168,1993-04-14,1.8,0.7
169,1993-04-15,1.0,0.7
170,1993-04-16,1.5,0.7
171,1993-04-17,6.5,0.7
172,1993-04-18,2.8,0.7
173,1993-04-19,1.3,0.7
174,1993-04-20,-3.0,0.7
175,1993-04-21,0.3,0.7
176,1993-04-22,0.5,0.7
177,1993-04-23,0.8,0.7
178,1993-04-24,4.0,0.7
179,1993-04-25,2.5,0.7
180,1993-04-26,1.8,0.7
181,1993-04-27,-2.3,0.7
182,1993-04-28,2.5,0.7
183,1993-04-29,9.0,0.7
184,1993-04-30,7.3,0.7
